GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "09000","Connecticut",1,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",160831,162204,162772,162523,165105,168015,177694,188368,198574,192641,203221,199521,198283,188311,191164,195622,199063
 "09000","Connecticut",1,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",80518,81879,85636,92063,99090,102470,107556,107835,105960,109926,113178,110809,111735,115449,118049,118382,120962
 "09000","Connecticut",1,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",151537,149889,148355,152240,151051,154595,160457,160553,153639,153103,154260,155101,156632,161844,164137,163853,164391
 "09000","Connecticut",1,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",29716,28998,28181,26477,26390,27812,28230,31192,30358,30428,31155,33085,33127,34535,35975,37731,37308
 "09000","Connecticut",1,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",111382,109603,109834,114764,115963,119747,122234,118455,109368,110261,112333,116060,118076,119067,119964,121005,121837
 "09000","Connecticut",1,CAEMP25N,1500,"61","   Educational services","Number of jobs",58967,62175,64502,65864,67064,69358,70874,73127,75707,78586,78266,79526,81258,84656,85458,86189,87781
 "09000","Connecticut",1,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",240582,246119,248535,251271,253889,259457,268585,275476,279917,283777,287912,292507,296638,299256,302860,305658,307640
 "09000","Connecticut",1,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",42270,43908,44503,45824,46193,46655,47602,48772,48282,48959,50190,51377,52298,54149,52875,54617,55962
 "09000","Connecticut",1,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",106128,108636,111640,113297,115910,119631,122593,124369,121195,121386,125410,129254,133613,137170,137985,140282,142223
 "09000","Connecticut",1,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",106122,109802,109966,112193,113225,115730,117967,116156,113147,109573,112697,114632,115646,118894,121730,119793,119914
 "09000","Connecticut",1,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",264744,267558,264386,265266,267612,267979,268360,272525,269162,265480,261009,261713,261684,261100,260293,258069,254155
 "09000","Connecticut",1,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",21061,21332,20660,20197,19936,19734,19644,19543,19335,19720,18054,17704,17393,17462,17774,17900,18089
 "09000","Connecticut",1,CAEMP25N,2002,"...","   Military","Number of jobs",16292,16704,16351,15703,14826,15069,14273,14060,14456,14694,14504,14551,14618,13781,13596,13596,13526
 "09000","Connecticut",1,CAEMP25N,2010,"...","   State and local","Number of jobs",227391,229522,227375,229366,232850,233176,234443,238922,235371,231066,228451,229458,229673,229857,228923,226573,222540
 "09000","Connecticut",1,CAEMP25N,2011,"...","    State government","Number of jobs",76310,74127,70749,73014,75810,74543,74865,77460,76430,75166,75003,76716,77591,77401,78120,76324,73724
 "09000","Connecticut",1,CAEMP25N,2012,"...","    Local government","Number of jobs",151081,155395,156626,156352,157040,158633,159578,161462,158941,155900,153448,152742,152082,152456,150803,150249,148816
 "10000","Delaware",2,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",502735,500640,504099,518103,528674,537109,544949,544911,525634,522400,530400,534261,544797,556560,568893,578770,584066
 "10000","Delaware",2,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",435790,431374,431320,440381,445858,450363,451163,450700,428633,426000,429319,433059,441311,450681,459075,464150,466853
 "10000","Delaware",2,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",66945,69266,72779,77722,82816,86746,93786,94211,97001,96400,101081,101202,103486,105879,109818,114620,117213
 "10000","Delaware",2,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",2396,2184,2011,1944,1915,1854,2011,1977,1935,1988,1957,1942,1965,2007,2023,2021,2020
 "10000","Delaware",2,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",64549,67082,70768,75778,80901,84892,91775,92234,95066,94412,99124,99260,101521,103872,107795,112599,115193
 "10000","Delaware",2,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",4041,3809,3379,3254,3164,3138,3212,3046,2972,3133,3101,3755,3637,3804,3763,4121,4042
 "10000","Delaware",2,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",498694,496831,500720,514849,525510,533971,541737,541865,522662,519267,527299,530506,541160,552756,565130,574649,580024
 "10000","Delaware",2,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",431810,429349,433060,447409,457207,464402,471247,470181,451040,446330,454505,456717,467015,478640,491927,500837,505822
 "10000","Delaware",2,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",(D),935,794,834,841,826,863,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "10000","Delaware",2,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",(D),222,240,216,(D),185,225,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "10000","Delaware",2,CAEMP25N,300,"22","   Utilities","Number of jobs",2276,2248,2245,2249,2241,2247,2210,2299,2204,2174,2017,2076,2153,2209,2250,2309,2443
 "10000","Delaware",2,CAEMP25N,400,"23","   Construction","Number of jobs",32291,32270,33224,36224,(D),40378,38004,34724,29416,28294,27917,27301,28601,29440,29947,30647,31670
 "10000","Delaware",2,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",40171,37820,36406,35560,34065,34187,34388,32764,29073,27178,26854,26997,26717,27067,28539,27285,27422
 "10000","Delaware",2,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",14333,14502,15079,15830,16051,16322,16011,15710,14432,13612,13800,13785,13614,14075,13972,13238,12185
 "10000","Delaware",2,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",58325,59077,60240,60955,62466,62867,63747,61810,58754,58383,59455,59331,60197,61147,61989,62720,62452
 "10000","Delaware",2,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",12268,12184,12256,13359,13169,13783,14150,13701,12730,12354,12717,13117,14537,15739,18089,19440,19232
 "10000","Delaware",2,CAEMP25N,900,"51","   Information","Number of jobs",8854,7889,7753,7382,7698,7756,7979,8138,7567,7142,7014,6832,6707,6490,6171,6189,6120
 "10000","Delaware",2,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",48805,48817,46902,46418,48546,47314,48601,50329,51973,50274,52679,52902,54571,54793,57268,59170,60949
 "10000","Delaware",2,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",16883,17177,18234,20120,22158,23531,25260,25251,24785,25166,26247,25661,26033,26771,27517,28319,28932
 "10000","Delaware",2,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",34870,33080,34012,35930,34138,34045,35486,36043,34229,33988,35973,37467,38905,39478,39439,36639,36927
 "10000","Delaware",2,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",12515,12725,12064,13174,13163,12792,12062,11839,11030,10517,9137,8676,7205,6830,6376,10998,10742
 "10000","Delaware",2,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",29814,26858,26649,27785,28329,29497,30568,29625,27711,27753,28250,28153,30175,31888,32746,33440,34215
 "10000","Delaware",2,CAEMP25N,1500,"61","   Educational services","Number of jobs",7263,7786,7888,8054,8632,9195,9129,9181,9198,9207,9019,9056,9484,9900,9798,9765,9806
 "10000","Delaware",2,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",46749,47907,49663,51122,52895,54519,56937,60988,61978,62873,64334,65710,67715,69814,72811,74496,75596
 "10000","Delaware",2,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",11036,12028,12399,12721,13016,13071,12663,12928,12733,13523,13978,13902,14748,15444,15256,15167,15447
 "10000","Delaware",2,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",30402,30874,31497,33030,33607,34060,34591,35210,34942,35696,36549,37225,38290,39415,41018,42212,42678
 "10000","Delaware",2,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",23790,24950,25515,26446,27411,27827,28373,28450,27054,26900,27211,27052,25745,26333,26909,26978,27234
 "10000","Delaware",2,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",66884,67482,67660,67440,68303,69569,70490,71684,71622,72937,72794,73789,74145,74116,73203,73812,74202
 "10000","Delaware",2,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",5441,5497,5348,5408,5416,5385,5533,5689,5791,6156,5840,5629,5551,5536,5665,5668,5754
 "10000","Delaware",2,CAEMP25N,2002,"...","   Military","Number of jobs",9005,9262,9396,9033,8422,8032,8275,8378,8464,8674,8765,8974,9141,8877,8574,8603,8566
 "10000","Delaware",2,CAEMP25N,2010,"...","   State and local","Number of jobs",52438,52723,52916,52999,54465,56152,56682,57617,57367,58107,58189,59186,59453,59703,58964,59541,59882
 "10000","Delaware",2,CAEMP25N,2011,"...","    State government","Number of jobs",30114,30567,30394,29991,30597,32439,32669,33173,32566,32803,32494,33272,33366,33358,32315,32632,32750
 "10000","Delaware",2,CAEMP25N,2012,"...","    Local government","Number of jobs",22324,22156,22522,23008,23868,23713,24013,24444,24801,25304,25695,25914,26087,26345,26649,26909,27132
 "11000","District of Columbia",2,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",741793,757415,754602,763470,769796,777525,788410,794912,795912,809137,826761,834413,848226,860488,872926,891169,899124
 "11000","District of Columbia",2,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",688978,703526,699519,704817,708380,713309,718308,721890,719705,731389,742832,749247,758641,767130,775658,788013,793524
 "11000","District of Columbia",2,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",52815,53889,55083,58653,61416,64216,70102,73022,76207,77748,83929,85166,89585,93358,97268,103156,105600
 "11000","District of Columbia",2,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "11000","District of Columbia",2,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",52815,53889,55083,58653,61416,64216,70102,73022,76207,77748,83929,85166,89585,93358,97268,103156,105600
 "11000","District of Columbia",2,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "11000","District of Columbia",2,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",741793,757415,754602,763470,769796,777525,788410,794912,795912,809137,826761,834413,848226,860488,872926,891169,899124
 "11000","District of Columbia",2,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",496635,503124,502660,513341,521023,530776,544905,549764,544314,546777,565547,577997,595213,608748,624502,640486,648972
 "11000","District of Columbia",2,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",(D),(D),53,46,56,56,62,63,84,65,72,73,86,70,70,81,79
 "11000","District of Columbia",2,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",(D),(D),245,206,(D),235,238,341,327,466,331,472,459,432,511,553,585
 "11000","District of Columbia",2,CAEMP25N,300,"22","   Utilities","Number of jobs",(D),(D),2617,2543,2627,2491,2436,2392,2503,1891,1884,1918,1986,2015,2150,2199,2355
 "11000","District of Columbia",2,CAEMP25N,400,"23","   Construction","Number of jobs",13570,14527,15358,14923,(D),15210,15394,15595,14265,13349,14829,16460,17161,17383,17561,18362,(D)
 "11000","District of Columbia",2,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",3765,(D),2947,2812,2482,2169,2154,2030,1944,1733,1625,1575,1772,1767,1830,2047,(D)
 "11000","District of Columbia",2,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",4790,4641,4917,5034,5125,5250,5468,5290,5131,5274,5198,5535,5377,5760,5733,5600,5480
 "11000","District of Columbia",2,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",19936,19920,20301,20688,20756,21167,21424,21573,21020,21593,22059,22494,23545,24712,25845,26128,26536
 "11000","District of Columbia",2,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",(D),(D),7098,6836,6848,6732,6620,6367,6280,6365,6751,7006,7018,8385,11093,13522,14117
 "11000","District of Columbia",2,CAEMP25N,900,"51","   Information","Number of jobs",(D),27523,26897,26239,25129,24980,24696,23405,21732,21146,21163,19884,19521,19888,19619,19529,20306
 "11000","District of Columbia",2,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",21242,21088,20871,20751,20787,20837,21975,22356,22935,22858,24336,24233,24687,24606,25077,26027,26815
 "11000","District of Columbia",2,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",18703,18712,18981,19868,21089,21775,23005,22663,22821,23235,24666,24998,25739,27735,28675,29579,30150
 "11000","District of Columbia",2,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",105511,106990,107784,111926,115278,118200,121051,123396,121270,120703,122425,126648,128947,130398,135044,138340,140251
 "11000","District of Columbia",2,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",2545,2487,1740,1588,1631,1603,1594,1787,1682,2372,2421,2397,2411,2571,2651,3254,3623
 "11000","District of Columbia",2,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",46107,46142,47034,46792,47804,48619,49610,49144,47027,47351,50565,50971,51608,52144,52778,53173,52436
 "11000","District of Columbia",2,CAEMP25N,1500,"61","   Educational services","Number of jobs",42107,43446,43903,47301,47964,50853,51999,51119,52958,52429,53676,53460,59487,60885,60989,61860,61043
 "11000","District of Columbia",2,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",55042,58896,56971,56794,56587,57226,60460,61169,62567,64843,67283,68595,70584,70956,71863,73792,74554
 "11000","District of Columbia",2,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",10331,10638,10864,10899,11507,11610,12213,13417,13447,13525,13461,13767,13566,14362,14739,15932,16838
 "11000","District of Columbia",2,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",(D),44491,46125,47671,50101,51094,51609,53218,53607,55375,58094,60823,63849,65861,68674,69822,71243
 "11000","District of Columbia",2,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",67659,70127,67954,70424,69738,70669,72897,74439,72714,72204,74708,76688,77410,78818,79600,80686,82074
 "11000","District of Columbia",2,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",245158,254291,251942,250129,248773,246749,243505,245148,251598,262360,261214,256416,253013,251740,248424,250683,250152
 "11000","District of Columbia",2,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",183103,192744,191584,190632,190466,189865,187969,189541,196124,206246,207647,203982,200773,198077,193962,196226,195159
 "11000","District of Columbia",2,CAEMP25N,2002,"...","   Military","Number of jobs",23083,23222,23485,23452,22808,21719,20202,20006,19524,19718,18349,15635,15119,14806,14428,14092,13834
 "11000","District of Columbia",2,CAEMP25N,2010,"...","   State and local","Number of jobs",38972,38325,36873,36045,35499,35165,35334,35601,35950,36396,35218,36799,37121,38857,40034,40365,41159
 "11000","District of Columbia",2,CAEMP25N,2011,"...","    State government","Number of jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "11000","District of Columbia",2,CAEMP25N,2012,"...","    Local government","Number of jobs",38972,38325,36873,36045,35499,35165,35334,35601,35950,36396,35218,36799,37121,38857,40034,40365,41159
 "12000","Florida",5,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",8938947,9055715,9283397,9644326,10067189,10383866,10531260,10269499,9841883,9805154,10036634,10249024,10539255,10937681,11366550,11673432,11912889
 "12000","Florida",5,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",7473715,7515541,7664325,7890743,8163188,8381988,8376376,8100529,7598169,7519804,7601048,7760916,7935168,8192310,8472417,8736178,8917106
 "12000","Florida",5,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",1465232,1540174,1619072,1753583,1904001,2001878,2154884,2168970,2243714,2285350,2435586,2488108,2604087,2745371,2894133,2937254,2995783
 "12000","Florida",5,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",41702,39135,37541,36179,35397,34112,39602,39133,39008,38954,38943,38421,38694,38634,38338,38128,38040
 "12000","Florida",5,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",1423530,1501039,1581531,1717404,1868604,1967766,2115282,2129837,2204706,2246396,2396643,2449687,2565393,2706737,2855795,2899126,2957743
 "12000","Florida",5,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",95952,91902,94944,88398,80432,81105,86652,84139,79694,82146,83250,86369,83333,87406,80429,78281,79225
 "12000","Florida",5,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",8842995,8963813,9188453,9555928,9986757,10302761,10444608,10185360,9762189,9723008,9953384,10162655,10455922,10850275,11286121,11595151,11833664
 "12000","Florida",5,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",7730892,7832323,8035729,8393737,8808238,9106640,9233799,8964592,8557045,8519505,8771655,8997010,9292548,9692062,10120601,10417731,10647268
 "12000","Florida",5,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",64451,63895,60195,62583,62074,62517,62964,62024,61429,60982,59796,59730,62139,63948,61334,60755,59996
 "12000","Florida",5,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",13394,12053,13178,12671,13491,14010,14989,19140,18780,22590,19350,26296,27843,26558,27383,27436,28706
 "12000","Florida",5,CAEMP25N,300,"22","   Utilities","Number of jobs",29017,25975,25438,25196,25468,26062,26050,26727,25601,24517,23978,24358,24107,23880,25110,27069,29851
 "12000","Florida",5,CAEMP25N,400,"23","   Construction","Number of jobs",585788,603332,641591,698599,798298,860361,798175,687620,554549,499637,487119,501010,532868,572388,610813,667685,702116
 "12000","Florida",5,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",452618,428817,412015,416098,424253,433441,423365,397728,353955,334596,343147,349755,360091,369966,383547,398718,410392
 "12000","Florida",5,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",344079,343133,345629,361083,375603,387596,396187,382427,356149,346301,350567,358990,365797,395661,406081,384475,386931
 "12000","Florida",5,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",1081270,1077346,1081458,1107941,1147553,1178080,1187235,1149170,1086125,1082597,1122406,1148138,1181284,1224803,1271837,1285135,1298329
 "12000","Florida",5,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",288211,286549,283340,291360,306880,314186,320198,312568,299328,296342,312315,326250,336747,349692,399772,445748,460552
 "12000","Florida",5,CAEMP25N,900,"51","   Information","Number of jobs",215130,200311,198169,195910,199896,198283,194109,188859,174205,168062,169429,169149,172061,177117,173642,175876,176655
 "12000","Florida",5,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",443859,458256,463613,481613,507124,528464,561314,574528,587550,571229,614391,621076,636145,634363,659351,680360,711143
 "12000","Florida",5,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",359521,380799,409895,472413,545516,578695,581249,554898,533245,548638,572211,588357,619378,666640,708676,716515,733503
 "12000","Florida",5,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",540592,547255,563076,604470,634079,661843,689521,687477,662335,669848,684039,699244,728759,759129,796881,806601,828097
 "12000","Florida",5,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",63808,73052,72474,75118,79169,82651,87295,95674,93077,91647,95269,99341,107216,114166,119642,137389,141988
 "12000","Florida",5,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",839343,835683,898232,914841,943797,927124,930785,824355,782263,793639,793280,810169,836984,873807,897212,942621,956430
 "12000","Florida",5,CAEMP25N,1500,"61","   Educational services","Number of jobs",118827,128731,134929,142654,150906,160651,167424,177844,186530,196867,200456,200223,205751,217109,222737,223908,228436
 "12000","Florida",5,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",841821,866547,898407,925827,946165,992791,1037114,1066872,1078147,1100489,1128167,1154526,1174052,1203767,1254150,1287976,1312100
 "12000","Florida",5,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",237365,238796,238791,250481,258450,266207,280657,283956,283634,288197,298994,309592,312803,333192,334316,344157,351017
 "12000","Florida",5,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",661902,677041,697058,738181,762372,787042,805417,807998,772819,784773,819394,855061,894356,936596,979195,1016875,1038219
 "12000","Florida",5,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",549896,584752,598241,616698,627144,646636,669751,664727,647324,638554,677347,695745,714167,749280,788922,788432,792807
 "12000","Florida",5,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",1112103,1131490,1152724,1162191,1178519,1196121,1210809,1220768,1205144,1203503,1181729,1165645,1163374,1158213,1165520,1177420,1186396
 "12000","Florida",5,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",118673,122669,126586,127007,128946,127927,128143,130083,132629,142532,134222,132995,132254,131729,134195,137607,139250
 "12000","Florida",5,CAEMP25N,2002,"...","   Military","Number of jobs",105111,109384,109174,104915,101570,103030,101549,100793,99415,98995,97732,97985,98336,95504,94028,92371,91582
 "12000","Florida",5,CAEMP25N,2010,"...","   State and local","Number of jobs",888319,899437,916964,930269,948003,965164,981117,989892,973100,961976,949775,934665,932784,930980,937297,947442,955564
 "12000","Florida",5,CAEMP25N,2011,"...","    State government","Number of jobs",219233,244480,249057,247808,247941,246676,246003,253160,254108,257074,255150,249424,248018,248054,253914,254997,255617
 "12000","Florida",5,CAEMP25N,2012,"...","    Local government","Number of jobs",669086,654957,667907,682461,700062,718488,735114,736732,718992,704902,694625,685241,684766,682926,683383,692445,699947
 "13000","Georgia",5,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",4871814,4858288,4895247,5021690,5195833,5358038,5490688,5450887,5247022,5211352,5325616,5384572,5496783,5670393,5831465,5970472,6083808
 "13000","Georgia",5,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",4122141,4075446,4054398,4114163,4206767,4297606,4353198,4313134,4074870,4028041,4066303,4123085,4199911,4319374,4438480,4551906,4641076
 "13000","Georgia",5,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",749673,782842,840849,907527,989066,1060432,1137490,1137753,1172152,1183311,1259313,1261487,1296872,1351019,1392985,1418566,1442732
 "13000","Georgia",5,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",50229,44316,42935,41856,41943,41231,40101,38996,37859,37197,36666,35401,35501,34761,34699,35081,34566
 "13000","Georgia",5,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",699444,738526,797914,865671,947123,1019201,1097389,1098757,1134293,1146114,1222647,1226086,1261371,1316258,1358286,1383485,1408166
 "13000","Georgia",5,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",65868,60749,59672,58608,61840,56907,55785,56328,54359,50833,51504,51607,50752,50955,50529,54246,56908
 "13000","Georgia",5,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",4805946,4797539,4835575,4963082,5133993,5301131,5434903,5394559,5192663,5160519,5274112,5332965,5446031,5619438,5780936,5916226,6026900
 "13000","Georgia",5,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",4098709,4070648,4098979,4218062,4378090,4530156,4646898,4585676,4391429,4363565,4490609,4555037,4675350,4854627,5013747,5145897,5250711
 "13000","Georgia",5,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",21928,22046,20685,21322,21900,22364,22295,22466,21812,22542,23175,24398,25098,25808,25626,25669,25103
 "13000","Georgia",5,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",9720,8855,9178,8862,8868,9296,9690,9661,8911,9772,8826,10434,10687,10402,10540,10923,11396
 "13000","Georgia",5,CAEMP25N,300,"22","   Utilities","Number of jobs",21185,21006,21001,20904,20609,21011,21655,22303,21602,20875,20866,20693,20732,20746,21395,22211,23031
 "13000","Georgia",5,CAEMP25N,400,"23","   Construction","Number of jobs",312870,301770,312664,327982,351289,368437,370663,342297,296003,268875,265089,262060,269789,284668,292253,312837,322271
 "13000","Georgia",5,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",519607,487834,463817,462231,462353,462605,448931,426002,376665,361976,369871,373770,379019,388875,400027,412134,423796
 "13000","Georgia",5,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",228502,221014,216974,221593,229202,234762,238234,234918,217003,213198,216330,219353,223797,238791,247112,237911,239081
 "13000","Georgia",5,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",542544,537256,533836,536905,555558,568789,578362,558677,533222,526554,540163,541974,554443,570461,591352,596373,601487
 "13000","Georgia",5,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",194568,189790,188225,193303,201325,208133,216992,215792,205915,205120,213037,219277,223324,234268,257458,280104,291535
 "13000","Georgia",5,CAEMP25N,900,"51","   Information","Number of jobs",156943,143141,135960,134672,130599,131018,130460,128010,118962,116065,118461,119220,123381,128963,126621,133031,137684
 "13000","Georgia",5,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",203827,204725,207716,210735,217180,224180,236617,242783,254696,248431,264827,264265,269554,270148,276220,285910,294762
 "13000","Georgia",5,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",150054,156200,169017,186124,208314,225568,238785,231736,221868,224832,230510,225375,228507,239386,248824,255504,262646
 "13000","Georgia",5,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",283381,282268,288345,295966,308993,323005,341797,349631,339848,340853,348349,356928,366651,384122,399259,399260,409935
 "13000","Georgia",5,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",65604,60117,52489,55483,55659,55799,55517,58725,57067,57228,58095,61595,63959,67603,71510,77201,77486
 "13000","Georgia",5,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",318751,325872,329584,356290,379005,399642,410694,399986,378494,394799,409407,418353,437815,460018,461104,476668,482689
 "13000","Georgia",5,CAEMP25N,1500,"61","   Educational services","Number of jobs",76267,81655,83533,83642,88576,93134,95258,98485,102650,106916,107785,109284,113901,119319,121509,123390,124999
 "13000","Georgia",5,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",351918,366162,383280,397569,410665,427789,447087,457805,466322,478961,491681,502643,515616,524722,542206,555767,562965
 "13000","Georgia",5,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",70194,70667,71179,74232,78177,82656,88172,90969,90893,91090,95814,98447,99268,104858,105720,111422,114443
 "13000","Georgia",5,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",316459,321185,334822,346254,356412,370339,381748,381429,366260,363590,373827,382890,399603,419352,436604,453999,464820
 "13000","Georgia",5,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",254387,269085,276674,283993,293406,301629,313941,314001,313236,311888,334496,344078,350206,362117,378407,375583,380582
 "13000","Georgia",5,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",707237,726891,736596,745020,755903,770975,788005,808883,801234,796954,783503,777928,770681,764811,767189,770329,776189
 "13000","Georgia",5,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",93233,96215,94436,93368,94169,94894,95974,98326,101592,107786,104505,102633,100265,98733,98983,100624,101246
 "13000","Georgia",5,CAEMP25N,2002,"...","   Military","Number of jobs",96225,96812,98026,96993,95035,95230,96721,101596,102818,103494,101415,99149,98339,95388,94645,89733,90626
 "13000","Georgia",5,CAEMP25N,2010,"...","   State and local","Number of jobs",517779,533864,544134,554659,566699,580851,595310,608961,596824,585674,577583,576146,572077,570690,573561,579972,584317
